@relation 'APFNBTraining-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16'

@attribute E30 numeric
@attribute E60 numeric
@attribute E90 numeric
@attribute E+90 numeric
@attribute MoraMaxima numeric
@attribute ESTRATO {1,2,3,4,5,6}
@attribute DeudaCorrienteNoVencida numeric
@attribute DeudaCorrienteVencida numeric
@attribute SaldoDiferido numeric
@attribute CantHistoriaRefi numeric
@attribute CantRefiUltimoAño numeric
@attribute Vetado {0,1}
@attribute Refinanciado {0,1}
@attribute NumeroSuspensiones numeric
@attribute NumeroReconexiones numeric
@attribute 90 {0,1}

@data
13,0,0,0,8,1,0,80276,78216,1,0,0,1,0,0,0
9,4,0,0,37,1,0,75419,996952,0,0,0,0,0,0,0
9,0,0,0,27,2,48994,48906,534909,0,0,0,0,0,0,0
3,0,0,0,10,1,0,20623,484969,0,0,0,0,0,0,0
8,0,0,0,12,1,0,1562,0,0,0,0,0,0,0,0
4,0,0,0,6,3,0,189065,2740665,0,0,0,0,0,0,0
13,0,0,0,9,1,0,131752,2166619,0,0,0,0,0,0,0
9,0,0,0,20,3,0,64166,1886377,0,0,0,0,0,0,0
12,0,0,0,19,2,0,128394,124146,0,0,0,0,0,0,0
5,7,1,0,70,2,0,834,0,0,0,0,0,0,0,0
8,2,0,0,36,1,0,40040,1225107,0,0,0,0,0,0,0
2,8,0,0,48,3,0,320136,2560767,0,0,0,0,0,0,0
1,0,0,0,9,1,0,192164,1501612,0,0,0,0,0,0,0
10,0,0,0,15,2,0,158105,1549384,0,0,0,0,0,0,0
3,0,0,0,21,1,55825,55683,444986,0,0,0,0,0,0,0
3,0,0,0,20,1,83319,83346,2813134,0,0,0,0,0,0,0
4,0,0,0,14,2,0,157084,2251925,0,0,0,0,0,0,0
13,0,0,0,24,1,42098,41845,707306,0,0,0,0,0,0,0
2,0,0,0,30,2,149621,148216,813164,0,0,0,0,0,0,0
12,0,0,0,13,3,0,235536,3618899,0,0,0,0,0,0,0
9,0,0,0,14,3,0,85997,834303,0,0,0,0,0,0,0
6,2,0,0,42,3,0,42608,842497,0,0,0,0,0,0,0
10,0,0,0,27,3,208656,62620,2710965,0,0,0,0,0,0,0
2,0,0,0,19,3,217646,216760,3426979,0,0,0,0,0,0,0
5,0,0,0,26,1,148975,107656,1789119,0,0,0,0,0,0,0
9,0,0,0,24,1,193461,191634,1393772,0,0,0,0,0,0,0
11,0,0,0,13,1,0,367872,5507124,0,0,0,0,0,0,0
5,0,0,0,8,3,0,122543,462804,0,0,0,0,0,0,0
1,0,0,0,9,1,0,30759,112246,0,0,0,0,0,0,0
2,0,0,0,4,1,0,221306,1947636,0,0,0,0,0,0,0
11,0,0,0,23,1,54217,53881,1128459,0,0,0,0,0,0,0
6,0,0,0,7,1,0,47636,1089877,0,0,0,0,0,0,0
4,0,0,0,26,2,102300,101953,1186945,0,0,0,0,0,0,0
6,0,0,0,25,2,141509,141290,1333101,0,0,0,0,0,0,0
12,1,0,0,55,3,52281,52181,2391626,2,0,0,0,0,0,0
3,0,0,0,19,2,50958,50691,734912,0,0,0,0,0,0,0
7,0,0,0,10,1,0,81433,2052879,0,0,0,0,0,0,0
5,0,0,0,7,1,0,43924,84601,0,0,0,0,0,0,0
8,0,0,0,23,2,162620,162564,2549241,0,0,0,0,0,0,0
10,1,0,0,40,1,0,144432,2891716,0,0,0,0,0,0,0
5,0,0,0,16,3,0,124484,1256721,0,0,0,0,0,0,0
1,0,0,0,19,1,40578,40446,355570,0,0,0,0,0,0,0
1,0,0,0,20,1,95576,95261,2481637,0,0,0,0,0,0,0
5,3,1,0,81,1,24682,24756,562804,4,1,0,1,0,0,0
2,0,0,0,25,2,20951,20857,166635,0,0,0,0,0,0,0
7,0,0,0,20,3,196307,106549,3271454,0,0,0,0,0,0,0
6,4,0,0,38,1,0,69525,609519,0,0,0,0,0,0,0
8,0,0,0,8,1,0,28670,677632,3,0,0,1,0,0,0
8,0,0,0,22,1,120665,120854,1576683,0,0,0,0,0,0,0
10,1,0,0,39,1,0,44392,207309,1,0,0,1,0,0,0
11,0,0,1,124,1,0,78562,76443,1,1,0,1,0,0,0
7,0,0,0,11,2,0,24537,23779,0,0,0,0,0,0,0
13,0,0,0,20,3,0,783,0,0,0,0,0,0,0,0
4,1,0,0,31,1,58927,58905,887741,0,0,0,0,0,0,0
12,0,0,0,26,1,61713,93180,1838207,0,0,0,0,0,0,0
8,0,0,0,11,3,0,205460,1778384,0,0,0,0,0,0,0
6,3,1,0,78,3,149981,149907,2915014,0,0,0,0,0,0,0
3,0,0,1,282,2,0,27894,895731,1,1,0,1,0,0,0
2,0,0,0,8,1,0,65662,2391329,0,0,0,0,0,0,0
5,0,0,0,19,2,82423,82249,1762299,0,0,0,0,0,0,0
4,0,0,0,12,1,0,113550,1708765,0,0,0,0,0,0,0
5,2,1,0,69,1,0,1737,0,0,0,0,0,0,0,0
4,2,0,0,46,3,0,132608,1771838,0,0,0,0,0,0,0
11,1,0,0,46,1,0,40450,629309,0,0,0,0,0,0,0
7,0,0,0,18,3,0,111418,383185,0,0,0,0,0,0,0
6,3,0,0,43,2,0,63477,1079601,0,0,0,0,0,0,0
2,0,0,0,20,2,13405,13403,13102,0,0,0,0,0,0,0
8,4,0,0,36,1,0,105884,1079995,0,0,0,0,0,0,0
8,4,0,0,41,3,0,111686,1511563,0,0,0,0,0,0,0
1,0,0,0,9,1,0,182524,5183060,0,0,0,0,0,0,0
10,0,0,0,7,2,0,73201,526262,0,0,0,0,0,0,0
10,0,0,0,7,1,0,34126,712166,0,0,0,0,0,0,0
11,0,0,0,27,3,94787,94224,753418,0,0,0,0,0,0,0
3,0,0,0,15,2,0,96206,2158990,0,0,0,0,0,0,0
10,0,0,0,27,3,165488,1090,3212145,0,0,0,0,0,0,0
2,1,0,0,59,2,153065,153140,1950861,0,0,0,0,0,0,0
6,3,2,1,110,1,0,48162,738478,1,1,0,1,0,0,0
1,0,0,0,10,2,0,152813,2525091,0,0,0,0,0,0,0
5,0,0,0,10,2,0,235533,1296502,0,0,0,0,0,0,0
10,1,0,0,46,3,0,97928,1757508,0,0,0,0,0,0,0
2,0,0,0,29,3,135455,134957,1621868,0,0,0,0,0,0,0
4,1,0,0,59,1,123209,122848,1112832,0,0,0,0,0,0,0
8,0,0,0,26,3,72830,72428,1775839,0,0,0,0,0,0,0
8,4,0,0,43,2,0,32996,236718,0,0,0,0,0,0,0
7,0,0,0,29,1,88385,88512,552962,0,0,0,0,0,0,0
3,1,0,0,49,1,72949,73266,2245310,0,0,0,0,0,0,0
13,0,0,0,14,1,0,126430,1764809,0,0,0,0,0,0,0
1,0,0,0,29,3,244354,242580,1926290,0,0,0,0,0,0,0
6,0,0,0,16,1,0,50330,730876,0,0,0,0,0,0,0
3,0,0,0,15,3,0,73949,763367,0,0,0,0,0,0,0
11,1,0,0,52,1,90552,90415,345238,0,0,0,0,0,0,0
11,1,0,0,35,2,0,329261,3135272,0,0,0,0,0,0,0
2,0,0,0,20,1,284044,283566,1431089,0,0,0,0,0,0,0
2,0,0,0,15,1,0,89725,716270,0,0,0,0,0,0,0
3,0,0,0,25,1,66281,66525,2077862,0,0,0,0,0,0,0
1,0,0,0,13,2,0,87829,2654155,0,0,0,0,0,0,0
4,0,0,0,21,1,100779,101420,1256698,0,0,0,0,0,0,0
8,0,0,0,29,4,161440,161373,1655842,0,0,0,0,0,0,0
13,0,0,0,19,2,0,124807,1179434,0,0,0,0,0,0,0
2,0,0,0,5,1,0,137549,360357,0,0,0,0,0,0,0
9,0,0,0,22,1,114604,114002,917852,0,0,0,0,0,0,0
6,1,0,0,56,3,46556,46415,858435,2,0,0,1,0,0,0
1,0,0,0,29,2,115698,114932,1274707,0,0,0,0,0,0,0
9,0,0,0,21,3,185848,185865,2633027,0,0,0,0,0,0,0
6,3,0,0,40,1,0,101088,2354819,0,0,0,0,0,0,0
8,0,0,0,21,2,38997,38899,1110299,2,0,0,1,0,0,0
12,0,0,0,24,1,186362,187151,854343,0,0,0,0,0,0,0
7,4,1,1,98,2,0,38982,1257851,4,1,0,1,0,0,0
7,2,0,0,45,2,0,112276,1606589,0,0,0,0,0,0,0
1,0,0,0,15,3,0,166788,2320276,0,0,0,0,0,0,0
2,0,0,0,11,2,0,250747,5143799,0,0,0,0,0,0,0
5,4,1,0,90,1,65212,65111,242111,0,0,0,0,0,0,0
8,0,0,0,9,1,0,31171,365323,0,0,0,0,0,0,0
10,0,0,0,24,2,136528,136697,2448547,0,0,0,0,0,0,0
13,0,0,0,9,1,0,45964,620743,1,0,0,1,0,0,0
10,3,0,0,37,1,0,112022,1886197,0,0,0,0,0,0,0
10,0,0,0,20,2,137964,138083,2194625,0,0,0,0,0,0,0
6,1,0,0,40,1,0,109414,1357935,0,0,0,0,0,0,0
1,0,0,0,9,1,0,134304,0,0,0,0,0,0,0,0
11,0,0,0,15,3,0,225535,5396778,0,0,0,0,0,0,0
2,0,0,0,17,1,0,59628,1861481,0,0,0,0,0,0,0
11,0,0,0,20,3,0,93511,2534719,0,0,0,0,0,0,0
5,0,0,0,11,2,0,86137,2170829,0,0,0,0,0,0,0
11,0,0,0,21,2,421,1942,0,0,0,0,0,0,0,0
11,1,0,0,44,2,0,132324,125784,0,0,0,0,0,0,0
9,2,0,0,44,2,0,146007,2317492,0,0,0,0,0,0,0
11,2,0,0,42,1,0,91137,1592887,0,0,0,0,0,0,0
11,0,0,0,7,2,0,330587,1007964,0,0,0,0,0,0,0
7,0,0,0,22,1,32375,32395,121090,0,0,0,0,0,0,0
13,0,0,0,27,3,113062,113505,1445204,0,0,0,0,0,0,0
2,1,0,0,39,2,0,56664,1782609,0,0,0,0,0,0,0
4,0,0,0,27,3,118531,118440,3474275,0,0,0,0,0,0,0
10,3,0,0,31,2,134823,134647,815725,0,0,0,0,0,0,0
5,1,1,0,75,2,0,35659,34039,1,1,0,0,0,0,0
3,0,0,0,10,2,0,71364,1940307,0,0,0,0,0,0,0
11,0,0,0,17,2,0,157019,1369433,0,0,0,0,0,0,0
12,0,0,0,14,3,0,50355,963371,0,0,0,0,0,0,0
10,0,0,0,29,3,52029,80257,525949,0,0,0,0,0,0,0
5,0,0,0,30,1,165622,165418,2416948,0,0,0,0,0,0,0
4,0,0,0,24,1,337122,334655,1775229,0,0,0,0,0,0,0
13,0,0,0,11,2,0,72182,1816804,0,0,0,0,0,0,0
7,0,0,0,3,1,0,194736,2661699,0,0,0,0,0,0,0
13,0,0,0,22,1,0,1331,0,0,0,0,0,0,0,0
13,0,0,0,23,1,357986,361366,4375679,0,0,0,0,0,0,0
6,0,0,0,15,2,0,230314,4408438,0,0,0,0,0,0,0
11,1,0,0,37,2,0,63728,916817,0,0,0,0,0,0,0
13,0,0,0,22,2,57076,56868,0,0,0,0,0,0,0,0
3,0,0,0,15,2,0,76123,145734,0,0,0,0,0,0,0
5,0,0,0,20,1,155882,156722,403865,0,0,0,0,0,0,0
10,0,0,0,10,2,0,69741,443519,0,0,0,0,0,0,0
13,0,0,0,26,2,61105,61010,1281179,0,0,0,0,0,0,0
3,1,0,0,35,3,0,11053,0,0,0,0,0,0,0,0
7,0,0,0,13,4,0,386991,2902344,0,0,0,0,0,0,0
4,0,0,0,29,1,214187,211517,1688197,0,0,0,0,0,0,0
12,0,0,0,17,1,0,113985,2414782,0,0,0,0,0,0,0
11,0,0,0,8,1,0,143560,2645152,0,0,0,0,0,0,0
1,0,0,0,15,3,0,123417,120970,0,0,0,0,0,0,0
6,0,0,0,20,1,81975,82000,2492646,0,0,0,0,0,0,0
3,3,2,3,134,2,0,31228,1148402,4,1,0,1,0,0,0
7,1,0,0,57,2,69275,68742,595237,0,0,0,0,0,0,0
9,1,0,0,51,3,145397,145490,2539089,0,0,0,0,0,0,0
10,1,0,0,36,2,0,49276,1195524,0,0,0,0,0,0,0
8,4,1,0,82,1,26767,27000,125144,3,0,0,1,0,0,0
3,0,0,0,20,1,94220,94109,2542419,0,0,0,0,0,0,0
4,2,2,3,134,1,0,44491,1823438,7,2,1,1,0,0,0
3,1,1,4,205,1,73152,72987,2587246,1,1,0,1,0,0,0
3,1,1,0,75,2,1768,76813,0,0,0,0,0,0,0,0
2,0,0,0,20,2,7228,7193,6986,0,0,0,0,0,0,0
12,0,0,0,22,1,32623,32571,0,0,0,0,0,0,0,0
8,0,0,0,13,1,0,124088,119808,0,0,0,0,0,0,0
4,0,0,0,11,1,0,12592,191053,0,0,0,0,0,0,0
9,3,0,0,49,1,30640,30744,724514,0,0,0,0,0,0,0
2,1,1,0,70,1,0,67916,1879232,1,1,0,1,0,0,0
7,4,0,0,37,1,0,46190,787255,0,0,0,0,0,0,0
8,0,0,0,23,2,53673,52945,150313,0,0,0,0,0,0,0
5,0,0,0,12,1,0,121766,2317936,0,0,0,0,0,0,0
11,0,0,0,12,1,0,962,0,0,0,0,0,0,0,0
2,3,0,0,35,2,0,222801,5231057,0,0,0,0,0,0,0
6,0,0,0,14,1,0,108762,2239286,0,0,0,0,0,0,0
12,0,0,0,17,2,0,76414,216569,0,0,0,0,0,0,0
2,0,0,0,10,2,0,102094,2146526,0,0,0,0,0,0,0
3,0,0,0,11,1,0,128988,400539,0,0,0,0,0,0,0
1,0,0,0,13,2,0,412174,793565,0,0,0,0,0,0,0
11,2,0,0,40,2,0,108833,565426,0,0,0,0,0,0,0
3,0,0,0,10,1,0,235800,2268578,0,0,0,0,0,0,0
3,0,0,0,6,2,0,10235,73995,0,0,0,0,0,0,0
1,0,0,0,23,1,68924,68617,1731441,0,0,0,0,0,0,0
10,0,0,0,29,3,175111,175200,478085,0,0,0,0,0,0,0
13,0,0,0,20,2,0,38374,1006770,0,0,0,0,0,0,0
13,0,0,0,20,2,91952,43730,794403,0,0,0,0,0,0,0
8,1,0,0,31,1,106570,106562,2038805,0,0,0,0,0,0,0
11,1,0,0,34,1,0,30580,893468,1,0,0,1,0,0,0
3,10,0,0,43,2,0,41365,857266,0,0,0,0,0,0,0
12,0,0,0,17,2,0,95740,1457622,0,0,0,0,0,0,0
4,0,0,0,14,2,0,153013,1021052,0,0,0,0,0,0,0
3,0,0,0,22,1,64897,64916,1897207,0,0,0,0,0,0,0
1,0,0,0,25,5,102023,101518,892519,0,0,0,0,0,0,0
9,0,0,0,26,2,143200,142910,3189069,0,0,0,0,0,0,0
2,0,0,0,10,2,0,196967,2988119,0,0,0,0,0,0,0
11,0,0,0,8,1,0,40947,115890,0,0,0,0,0,0,0
3,0,0,0,11,1,0,108631,2512978,0,0,0,0,0,0,0
13,0,0,0,20,2,834,35565,0,0,0,0,0,0,0,0
3,2,1,0,80,4,134464,133386,2769704,0,0,0,0,0,0,0
1,0,0,0,2,1,0,67414,1581714,0,0,0,0,0,0,0
4,0,0,0,22,3,121609,122032,1066318,0,0,0,0,0,0,0
3,0,0,0,25,1,120852,120539,2846232,0,0,0,0,0,0,0
4,7,2,0,69,2,0,69025,543135,0,0,0,0,0,0,0
9,2,0,0,31,1,98136,97434,445918,0,0,0,0,0,0,0
5,0,0,0,30,1,214154,213730,203710,0,0,0,0,0,0,0
7,0,0,0,4,2,0,92313,430048,0,0,0,0,0,0,0
3,0,0,0,26,1,220189,119597,2196121,0,0,0,0,0,0,0
2,0,0,0,30,4,69977,69733,1420590,0,0,0,0,0,0,0
6,4,1,1,106,1,0,69489,875654,0,0,0,0,0,0,0
8,0,0,0,17,3,0,119493,1582063,0,0,0,0,0,0,0
13,0,0,0,22,1,132616,132611,2237203,0,0,0,0,0,0,0
4,2,2,0,84,1,64336,64670,1407682,3,3,1,1,0,0,0
12,0,0,0,29,2,95675,95636,1607594,0,0,0,0,0,0,0
1,0,0,0,18,3,108623,108222,865772,0,0,0,0,0,0,0
2,0,0,0,9,2,0,49256,681416,0,0,0,0,0,0,0
7,1,0,1,102,2,0,33624,674486,3,1,0,1,0,0,0
1,0,0,0,9,1,0,54289,794502,0,0,0,0,0,0,0
4,6,1,0,77,2,0,37226,388880,1,1,0,1,0,0,0
9,0,0,0,19,3,0,56460,1297351,0,0,0,0,0,0,0
13,0,0,0,8,1,0,66481,307305,0,0,0,0,0,0,0
1,0,0,0,13,3,0,205784,5835975,0,0,0,0,0,0,0
7,1,0,0,56,1,33832,33627,906997,0,0,0,0,0,0,0
11,0,0,0,24,1,40303,39998,319023,0,0,0,0,0,0,0
7,2,1,0,66,2,0,22794,235714,1,0,0,1,0,0,0
12,0,0,0,27,2,139032,63899,863289,0,0,0,0,0,0,0
6,0,0,0,15,2,0,165524,2085588,0,0,0,0,0,0,0
7,3,0,0,52,1,43496,43433,1327938,2,0,0,1,0,0,0
12,0,0,0,23,3,96560,96515,93034,0,0,0,0,0,0,0
7,3,0,0,33,2,0,45267,595489,0,0,0,0,0,0,0
6,0,0,0,12,1,0,29275,462725,0,0,0,0,0,0,0
9,0,0,0,14,2,0,83062,2390441,0,0,0,0,0,0,0
1,0,0,0,2,2,0,28873,275025,0,0,0,0,0,0,0
11,0,0,0,23,1,0,938,0,0,0,0,0,0,0,0
8,4,0,0,41,2,0,99615,94756,0,0,0,0,0,0,0
8,0,0,0,9,1,0,111871,317215,0,0,0,0,0,0,0
8,0,0,0,13,1,0,179417,1892653,0,0,0,0,0,0,0
1,0,0,0,15,2,0,65256,1144133,0,0,0,0,0,0,0
11,0,0,0,22,2,87019,86957,2060028,0,0,0,0,0,0,0
7,0,0,0,24,1,125462,125306,1547738,0,0,0,0,0,0,0
13,0,0,0,19,2,0,120801,856686,0,0,0,0,0,0,0
11,0,0,0,22,2,37570,37560,266161,0,0,0,0,0,0,0
4,1,0,0,31,2,147834,148967,1838230,0,0,0,0,0,0,0
6,3,1,0,70,1,0,6612,218989,1,1,0,1,0,0,0
9,4,0,0,41,2,0,28953,470439,0,0,0,0,0,0,0
3,0,0,0,16,2,0,64652,709551,0,0,0,0,0,0,0
2,0,0,0,13,2,0,85512,547010,0,0,0,0,0,0,0
1,0,0,0,19,4,201200,201030,824945,0,0,0,0,0,0,0
13,0,0,0,29,2,20666,34447,362458,0,0,0,0,0,0,0
6,3,1,0,84,2,163661,165306,1583096,0,0,0,0,0,0,0
7,0,0,0,30,3,141973,141761,2840111,0,0,0,0,0,0,0
6,2,1,0,78,2,0,47321,690516,0,0,0,0,0,0,0
7,0,0,0,22,1,108925,136559,999084,0,0,0,0,0,0,0
12,0,0,0,7,2,0,95611,1402682,0,0,0,0,0,0,0
2,0,0,0,21,2,160991,161444,3403464,0,0,0,0,0,0,0
7,5,0,0,41,2,0,1666,0,0,0,0,0,0,0,0
2,0,0,0,24,2,151341,150814,146313,0,0,0,0,0,0,0
8,0,0,0,18,2,232503,232521,5009705,0,0,0,0,0,0,0
1,0,0,0,5,1,0,204992,4816711,0,0,0,0,0,0,0
6,0,0,0,19,1,87344,86999,1679765,0,0,0,0,0,0,0
12,0,0,0,15,2,0,123969,1571215,0,0,0,0,0,0,0
10,0,0,0,26,3,82324,82085,653484,0,0,0,0,0,0,0
10,2,0,0,46,3,0,93344,1097349,0,0,0,0,0,0,0
13,0,0,0,30,3,76252,76271,1286176,0,0,0,0,0,0,0
7,0,0,0,12,1,0,49866,1093070,0,0,0,0,0,0,0
11,0,0,0,6,3,0,107198,0,0,0,0,0,0,0,0
1,0,0,0,2,1,0,105823,1008007,0,0,0,0,0,0,0
8,0,0,0,22,1,87553,87562,2263333,0,0,0,0,0,0,0
6,1,1,0,85,1,40121,40000,1175650,5,1,0,1,0,0,0
7,2,2,2,127,1,0,63048,514967,3,1,0,1,0,0,0
1,0,0,0,25,1,120091,78391,2284040,0,0,0,0,0,0,0
4,0,0,0,20,1,127185,107295,2890098,0,0,0,0,0,0,0
9,2,0,0,38,2,0,139254,1870488,0,0,0,0,0,0,0
13,0,0,0,14,2,0,60964,1184066,1,0,0,1,0,0,0
11,0,0,0,8,1,0,44493,731056,0,0,0,0,0,0,0
2,3,3,3,161,2,0,20699,815158,5,2,1,1,0,0,0
12,0,0,0,10,1,0,166577,3163150,0,0,0,0,0,0,0
12,0,0,0,6,2,0,43479,822869,0,0,0,0,0,0,0
4,0,0,0,3,1,0,24493,254387,0,0,0,0,0,0,0
7,0,0,0,13,2,0,36389,488587,0,0,0,0,0,0,0
5,1,0,0,52,1,46853,46844,825051,0,0,0,0,0,0,0
3,0,0,0,22,1,213169,170165,2733981,0,0,0,0,0,0,0
9,1,1,0,69,2,0,45179,768875,1,1,0,1,0,0,0
5,2,1,1,113,2,746,54812,0,0,0,0,0,0,0,0
4,0,0,0,27,2,105974,106118,1827771,0,0,0,0,0,0,0
12,0,0,0,17,2,0,36909,3036074,0,0,0,0,0,0,0
2,2,2,0,82,3,38508,38457,1316495,2,2,1,1,0,0,0
6,0,0,0,7,3,0,11110,10859,0,0,0,0,0,0,0
3,0,0,0,4,1,0,49798,620770,0,0,0,0,0,0,0
5,0,0,0,15,2,0,56058,981559,0,0,0,0,0,0,0
7,3,0,0,44,2,0,47917,1044015,0,0,0,0,0,0,0
1,0,0,0,2,2,0,116472,1460653,0,0,0,0,0,0,0
11,1,0,0,39,1,0,625,0,0,0,0,0,0,0,0
11,0,0,0,22,2,3113,121200,0,0,0,0,0,0,0,0
10,0,0,0,6,1,0,125583,1975325,0,0,0,0,0,0,0
2,0,0,0,11,1,0,113427,2347332,0,0,0,0,0,0,0
11,0,0,0,20,2,0,126005,1329170,0,0,0,0,0,0,0
8,0,0,0,5,3,0,163029,1286864,0,0,0,0,0,0,0
9,0,0,0,30,1,77123,76939,1492170,0,0,0,0,0,0,0
8,0,0,0,8,1,0,83826,1106581,0,0,0,0,0,0,0
3,0,0,0,20,2,37893,37525,175445,0,0,0,0,0,0,0
3,0,0,0,29,1,43907,43620,347256,0,0,0,0,0,0,0
8,3,0,0,47,2,0,152169,2393679,1,1,0,1,0,0,0
5,0,0,0,11,2,0,185916,1628208,0,0,0,0,0,0,0
13,0,0,0,17,2,0,56372,616153,0,0,0,0,0,0,0
2,0,0,0,8,2,0,74300,279004,0,0,0,0,0,0,0
6,0,0,0,21,1,58886,58765,853948,0,0,0,0,0,0,0
6,0,0,0,20,2,15739,15799,217811,0,0,0,0,0,0,0
7,0,0,0,25,2,77024,132450,3049553,0,0,0,0,0,0,0
1,0,0,0,5,2,0,83494,1924455,0,0,0,0,0,0,0
3,0,0,0,29,3,94898,95460,903831,0,0,0,0,0,0,0
4,1,0,0,37,2,0,112422,3606247,0,0,0,0,0,0,0
1,0,0,0,9,2,0,118446,3371245,0,0,0,0,0,0,0
11,0,0,0,27,3,110598,110211,1532792,0,0,0,0,0,0,0
6,0,0,0,10,1,0,110596,2595522,0,0,0,0,0,0,0
2,0,0,0,10,3,0,14370,0,0,0,0,0,0,0,0
13,0,0,0,20,3,0,217496,1262773,0,0,0,0,0,0,0
3,0,0,0,19,3,10249,10249,38735,0,0,0,0,0,0,0
12,0,0,0,8,1,0,87862,1003744,0,0,0,0,0,0,0
2,0,0,0,20,1,221378,221209,2935747,0,0,0,0,0,0,0
4,0,0,0,29,4,85717,85666,1230484,0,0,0,0,0,0,0
4,0,0,0,6,4,0,105135,2205093,0,0,0,0,0,0,0
4,0,0,0,29,3,44592,44796,532393,0,0,0,0,0,0,0
7,0,0,0,10,2,0,126818,1309327,0,0,0,0,0,0,0
5,7,0,0,42,2,0,148422,2649126,0,0,0,0,0,0,0
2,0,0,0,5,1,0,102122,2247167,0,0,0,0,0,0,0
8,3,0,0,48,1,126629,126303,2181769,0,0,0,0,0,0,0
9,0,0,0,22,1,104497,104342,1832885,0,0,0,0,0,0,0
8,1,1,1,108,3,46057,46117,1343981,0,0,0,0,0,0,0
6,0,0,0,9,1,0,80232,960852,0,0,0,0,0,0,0
13,0,0,0,26,1,31852,31694,574805,1,0,0,1,0,0,0
2,0,0,0,11,1,0,81774,2860686,0,0,0,0,0,0,0
2,1,1,7,274,2,32411,32157,1206891,4,1,0,1,0,0,0
5,5,2,0,69,1,0,100029,727420,1,1,0,1,0,0,0
13,0,0,0,23,3,86628,168944,657433,0,0,0,0,0,0,0
10,0,0,0,21,1,129512,129386,0,0,0,0,0,0,0,0
10,0,0,0,13,1,0,129617,921608,0,0,0,0,0,0,0
5,1,0,0,40,1,0,84640,1121088,0,0,0,0,0,0,0
10,0,0,0,27,2,108322,108149,2519599,0,0,0,0,0,0,0
5,0,0,0,23,2,93252,93466,899681,0,0,0,0,0,0,0
4,3,0,0,38,1,0,85955,2983328,1,1,0,1,0,0,0
7,0,0,0,13,2,0,87131,1642708,0,0,0,0,0,0,0
13,0,0,0,26,1,61356,61370,403954,0,0,0,0,0,0,0
7,4,1,0,77,2,0,46505,837046,0,0,0,0,0,0,0
9,0,0,0,21,1,49843,49877,1543464,2,0,0,1,0,0,0
11,0,0,0,22,2,196834,196200,0,0,0,0,0,0,0,0
4,0,0,0,5,1,0,334998,1530434,0,0,0,0,0,0,0
8,0,0,0,17,1,0,116277,1512995,0,0,0,0,0,0,0
7,0,0,0,13,2,0,115930,975043,0,0,0,0,0,0,0
5,0,0,0,13,2,0,38536,749122,0,0,0,0,0,0,0
12,0,0,0,10,2,0,67691,0,0,0,0,0,0,0,0
13,0,0,0,18,2,3105,177367,0,0,0,0,0,0,0,0
3,0,0,0,9,1,0,96183,1190882,0,0,0,0,0,0,0
1,0,0,0,10,1,0,287255,3940341,0,0,0,0,0,0,0
3,0,0,0,12,1,0,169744,2973898,0,0,0,0,0,0,0
4,9,0,0,39,1,0,111335,1961139,0,0,0,0,0,0,0
8,0,0,0,24,1,186492,184499,1847996,0,0,0,0,0,0,0
3,0,0,0,4,1,0,33313,528428,0,0,0,0,0,0,0
1,0,0,0,19,2,159677,158327,1272857,0,0,0,0,0,0,0
2,0,0,0,29,3,171608,171132,2777912,0,0,0,0,0,0,0
6,3,1,1,95,1,0,46221,869264,1,1,0,1,0,0,0
3,0,0,0,10,2,0,38553,535465,0,0,0,0,0,0,0
12,0,0,0,17,2,0,121628,1067794,0,0,0,0,0,0,0
6,1,0,0,38,2,0,75960,782142,0,0,0,0,0,0,0
5,0,0,0,22,1,39520,39283,885778,0,0,0,0,0,0,0
2,0,0,0,19,2,151763,150617,3379135,0,0,0,0,0,0,0
11,0,0,0,26,2,95388,94142,0,0,0,0,0,0,0,0
7,0,0,0,16,2,0,56387,666884,0,0,0,0,0,0,0
7,0,0,0,19,2,0,145544,278947,0,0,0,0,0,0,0
13,0,0,0,24,1,110195,109963,420672,0,0,0,0,0,0,0
12,0,0,0,29,1,56837,56760,959890,0,0,0,0,0,0,0
5,1,0,0,35,1,0,34327,520175,0,0,0,0,0,0,0
11,1,0,0,39,1,0,50098,1099761,0,0,0,0,0,0,0
9,1,0,0,46,3,0,82060,1433225,0,0,0,0,0,0,0
11,1,0,0,48,2,0,127472,2304578,0,0,0,0,0,0,0
5,5,2,1,99,2,0,600,0,0,0,0,0,0,0,0
8,2,0,0,41,1,0,80421,1462088,0,0,0,0,0,0,0
2,0,0,0,6,2,0,194202,2419721,0,0,0,0,0,0,0
13,0,0,0,24,3,72719,72721,137256,0,0,0,0,0,0,0
11,0,0,0,20,3,0,96482,1389154,0,0,0,0,0,0,0
6,0,0,0,8,1,0,102756,1779368,0,0,0,0,0,0,0
6,1,0,0,53,2,43282,43491,656264,0,0,0,0,0,0,0
3,0,0,0,11,2,0,66824,1328176,0,0,0,0,0,0,0
5,0,0,0,25,1,49279,49227,1473169,0,0,0,0,0,0,0
12,0,0,0,22,1,65500,65622,1113985,0,0,0,0,0,0,0
5,4,1,0,80,1,45051,44900,1541194,2,1,0,1,0,0,0
